rodada upp submitted finished preempted notStarted submittedTasks finishedTasks success sumOfJobsMakespan sumOfTasksMakespan finishedCost preemptedCost totalCost costByTask nPeers nMachines instance limit group groupedCloudUser utilization realUtilization goodput badput avTime cost hostname ipaddress simulationDuration simulationDurationF
8 1 10 10 0 0 13772 13772 1.0000 712472 1360914964 559.8030 0.0000 559.8030 0.0406 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:08.068 8068
8 1 10 10 0 0 13772 13772 1.0000 118031 179743149 689.4250 0.0000 689.4250 0.0501 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:12.436 12436
8 1 10 10 0 0 13772 13772 1.0000 72640 110624491 825.2430 0.0000 825.2430 0.0599 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:08.231 8231
8 1 10 10 0 0 13772 13772 1.0000 48749 59539795 1325.9881 0.0000 1325.9881 0.0963 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:23.605 23605
8 1 10 10 0 0 13772 13772 1.0000 121355 213351663 550.2360 0.0000 550.2360 0.0400 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:28.568 28568
8 1 4 4 0 0 4517 4517 1.0000 46801 38636114 61.2650 0.0000 61.2650 0.0136 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:06.124 6124
8 1 4 4 0 0 4517 4517 1.0000 27215 11224278 81.7020 0.0000 81.7020 0.0181 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:08.907 8907
8 1 4 4 0 0 4517 4517 1.0000 58495 48292104 37.6220 0.0000 37.6220 0.0083 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.918 1918
8 1 4 4 0 0 4517 4517 1.0000 206000 187146678 37.3380 0.0000 37.3380 0.0083 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.844 1844
8 1 4 4 0 0 4517 4517 1.0000 40146 25513932 43.6800 0.0000 43.6800 0.0097 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.961 1961
8 1 4 4 0 0 4517 4517 1.0000 24707 15703423 53.1400 0.0000 53.1400 0.0118 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:02.281 2281
8 1 4 4 0 0 4517 4517 1.0000 20935 8634950 67.2220 0.0000 67.2220 0.0149 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:02.064 2064
8 1 4 4 0 0 4517 4517 1.0000 36003 29722616 108.5250 0.0000 108.5250 0.0240 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:02.062 2062
8 5 61 61 0 0 186980 186980 1.0000 1981843 7338128355 2523.1920 0.0000 2523.1920 0.0135 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:13:15.277 795277
8 5 61 61 0 0 186980 186980 1.0000 668363 1830102268 4162.5700 0.0000 4162.5700 0.0223 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:12:50.272 770272
8 5 61 61 0 0 186980 186980 1.0000 2530271 9279512573 7536.4240 0.0000 7536.4240 0.0403 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:11:16.181 676181
8 5 61 61 0 0 186980 186980 1.0000 11875168 46151167053 5148.6200 0.0000 5148.6200 0.0275 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:07:08.532 428532
8 5 61 61 0 0 186980 186980 1.0000 1362302 4591054051 8020.9990 0.0000 8020.9990 0.0429 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:06:07.882 367882
8 5 61 61 0 0 186980 186980 1.0000 817699 2779190864 8264.9150 0.0000 8264.9150 0.0442 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:14:04.105 844105
8 5 61 61 0 0 186980 186980 1.0000 513721 1401356413 10077.9750 0.0000 10077.9750 0.0539 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:06:20.469 380469
8 5 61 61 0 0 186980 186980 1.0000 1497990 5596813791 5849.3600 0.0000 5849.3600 0.0313 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:09:13.905 553905
8 5 30 30 0 0 109893 109893 1.0000 1048703 5744422581 2597.4860 0.0000 2597.4860 0.0236 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:08:26.424 506424
8 5 30 30 0 0 109893 109893 1.0000 363548 1478552833 976.1490 0.0000 976.1490 0.0089 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:08:20.935 500935
8 5 30 30 0 0 109893 109893 1.0000 1320907 7239390815 817.2580 0.0000 817.2580 0.0074 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:20.213 140213
8 5 30 30 0 0 109893 109893 1.0000 5546696 32016595433 823.3680 0.0000 823.3680 0.0075 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:54.846 174846
8 5 30 30 0 0 109893 109893 1.0000 734426 3629841750 934.2320 0.0000 934.2320 0.0085 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:02.725 122725
8 5 30 30 0 0 109893 109893 1.0000 451926 2233612200 904.6850 0.0000 904.6850 0.0082 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:10.075 130075
8 5 30 30 0 0 109893 109893 1.0000 279657 1137385725 949.0400 0.0000 949.0400 0.0086 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:02.273 122273
8 5 30 30 0 0 109893 109893 1.0000 806701 4418855228 1278.1510 0.0000 1278.1510 0.0116 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:17.649 137649
8 10 117 117 0 0 382791 382791 1.0000 4446792 18978631601 5474.1260 0.0000 5474.1260 0.0143 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:18:47.961 1127961
8 10 117 117 0 0 382791 382791 1.0000 1478209 4687867927 8619.2188 0.0000 8619.2188 0.0225 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:20:23.737 1223737
8 10 117 117 0 0 382791 382791 1.0000 5637702 23917942727 13142.5420 0.0000 13142.5420 0.0343 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:16:51.072 1011072
8 10 117 117 0 0 382791 382791 1.0000 23120010 98121124069 12087.5970 0.0000 12087.5970 0.0316 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:26:14.609 1574609
8 10 117 117 0 0 382791 382791 1.0000 3068930 11794749544 14708.0790 0.0000 14708.0790 0.0384 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:22:45.189 1365189
8 10 117 117 0 0 382791 382791 1.0000 1864536 7160393494 17183.5630 0.0000 17183.5630 0.0449 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:16:38.818 998818
8 10 117 117 0 0 382791 382791 1.0000 1124468 3561865296 20487.9030 0.0000 20487.9030 0.0535 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:27:07.711 1627711
8 10 117 117 0 0 382791 382791 1.0000 3392543 14445467001 11904.1780 0.0000 11904.1780 0.0311 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:24:53.941 1493941
8 10 45 45 0 0 154288 154288 1.0000 1876878 6909211378 1788.2490 0.0000 1788.2490 0.0116 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:08:36.402 516402
8 10 45 45 0 0 154288 154288 1.0000 596721 1649153030 1823.2170 0.0000 1823.2170 0.0118 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:07:14.961 434961
8 10 45 45 0 0 154288 154288 1.0000 2399748 8705763421 1179.1780 0.0000 1179.1780 0.0076 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:29.216 89216
8 10 45 45 0 0 154288 154288 1.0000 10072061 37406447784 1086.2880 0.0000 1086.2880 0.0070 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:47.738 107738
8 10 45 45 0 0 154288 154288 1.0000 1248441 4277551841 1971.7480 0.0000 1971.7480 0.0128 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:22.748 82748
8 10 45 45 0 0 154288 154288 1.0000 745555 2535788435 1535.5380 0.0000 1535.5380 0.0100 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:25.378 85378
8 10 45 45 0 0 154288 154288 1.0000 454614 1244866171 1371.2760 0.0000 1371.2760 0.0089 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:24.561 84561
8 10 45 45 0 0 154288 154288 1.0000 1399905 5252626874 1154.7420 0.0000 1154.7420 0.0075 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:27.756 87756
9 1 5 5 0 0 26332 26332 1.0000 267654 1161835654 433.0820 0.0000 433.0820 0.0164 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:01:08.787 68787
9 1 5 5 0 0 26332 26332 1.0000 86273 301860493 565.6635 0.0000 565.6635 0.0215 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:00:59.584 59584
9 1 5 5 0 0 26332 26332 1.0000 334552 1452211901 1077.0430 0.0000 1077.0430 0.0409 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:33.900 93900
9 1 5 5 0 0 26332 26332 1.0000 1280453 5764930405 1057.0580 0.0000 1057.0580 0.0401 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:17.923 77923
9 1 5 5 0 0 26332 26332 1.0000 182738 736437314 1142.7190 0.0000 1142.7190 0.0434 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:36.451 96451
9 1 5 5 0 0 26332 26332 1.0000 112468 453257649 1389.9840 0.0000 1389.9840 0.0528 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:23.368 83368
9 1 5 5 0 0 26332 26332 1.0000 66369 232221266 1535.7740 0.0000 1535.7740 0.0583 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:27.785 87785
9 1 5 5 0 0 26332 26332 1.0000 205904 893796219 946.4590 0.0000 946.4590 0.0359 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:29.236 89236
9 1 4 4 0 0 1682 1682 1.0000 20527 4364503 23.9450 0.0000 23.9450 0.0142 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:05.887 5887
9 1 4 4 0 0 1682 1682 1.0000 16311 2056885 17.9800 0.0000 17.9800 0.0107 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:05.552 5552
9 1 4 4 0 0 1682 1682 1.0000 25659 5455099 13.6760 0.0000 13.6760 0.0081 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.158 1158
9 1 4 4 0 0 1682 1682 1.0000 72515 19359551 10.0310 0.0000 10.0310 0.0060 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.165 1165
9 1 4 4 0 0 1682 1682 1.0000 21821 3494393 18.0960 0.0000 18.0960 0.0108 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.230 1230
9 1 4 4 0 0 1682 1682 1.0000 13429 2150952 40.7800 0.0000 40.7800 0.0242 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.476 1476
9 1 4 4 0 0 1682 1682 1.0000 12547 1582466 26.6000 0.0000 26.6000 0.0158 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.312 1312
9 1 4 4 0 0 1682 1682 1.0000 15791 3357896 23.3850 0.0000 23.3850 0.0139 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.353 1353
9 5 62 62 0 0 160676 160676 1.0000 1794610 6663752268 2712.1440 0.0000 2712.1440 0.0169 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:10:24.419 624419
9 5 62 62 0 0 160676 160676 1.0000 647861 1725811101 3488.1640 0.0000 3488.1640 0.0217 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:09:10.251 550251
9 5 62 62 0 0 160676 160676 1.0000 2250166 8341821594 6602.0890 0.0000 6602.0890 0.0411 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:08:13.112 493112
9 5 62 62 0 0 160676 160676 1.0000 8973585 33797221256 7096.6850 0.0000 7096.6850 0.0442 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:05:46.226 346226
9 5 62 62 0 0 160676 160676 1.0000 1279289 4212706127 7389.4850 0.0000 7389.4850 0.0460 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:08:55.934 535934
9 5 62 62 0 0 160676 160676 1.0000 781409 2582960306 8176.0920 0.0000 8176.0920 0.0509 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:08:31.410 511410
9 5 62 62 0 0 160676 160676 1.0000 498033 1327042915 9942.8420 0.0000 9942.8420 0.0619 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:08:36.345 516345
9 5 62 62 0 0 160676 160676 1.0000 1374101 5114752899 6104.2420 0.0000 6104.2420 0.0380 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:05:33.381 333381
9 5 35 35 0 0 138480 138480 1.0000 1892826 9174595678 957.5710 0.0000 957.5710 0.0069 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:08:14.146 494146
9 5 35 35 0 0 138480 138480 1.0000 499464 1656841455 1562.0100 0.0000 1562.0100 0.0113 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:07:04.039 424039
9 5 35 35 0 0 138480 138480 1.0000 2444534 11980024459 858.7800 0.0000 858.7800 0.0062 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:42.963 102963
9 5 35 35 0 0 138480 138480 1.0000 10540633 54091506444 839.3770 0.0000 839.3770 0.0061 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:57.003 117003
9 5 35 35 0 0 138480 138480 1.0000 1173831 5016059633 1313.2360 0.0000 1313.2360 0.0095 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:53.811 113811
9 5 35 35 0 0 138480 138480 1.0000 648380 2651280477 1524.6350 0.0000 1524.6350 0.0110 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:39.152 99152
9 5 35 35 0 0 138480 138480 1.0000 374968 1214671713 1157.5690 0.0000 1157.5690 0.0084 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:26.835 86835
9 5 35 35 0 0 138480 138480 1.0000 1383570 6585013238 860.0250 0.0000 860.0250 0.0062 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:01:56.014 116014
9 10 116 116 0 0 384559 384559 1.0000 4809005 18182511756 5274.4110 0.0000 5274.4110 0.0137 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:15:39.920 939920
9 10 116 116 0 0 384559 384559 1.0000 1408237 4292917453 7427.5350 0.0000 7427.5350 0.0193 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:17:33.788 1053788
9 10 116 116 0 0 384559 384559 1.0000 6275442 23509129672 13182.7490 0.0000 13182.7490 0.0343 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:24:38.943 1478943
9 10 116 116 0 0 384559 384559 1.0000 28369648 110882889826 12067.6830 0.0000 12067.6830 0.0314 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:22:01.020 1321020
9 10 116 116 0 0 384559 384559 1.0000 3027441 10740959773 14905.0460 0.0000 14905.0460 0.0388 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:22:38.205 1358205
9 10 116 116 0 0 384559 384559 1.0000 1756733 6486395155 17390.2540 0.0000 17390.2540 0.0452 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:16:45.920 1005920
9 10 116 116 0 0 384559 384559 1.0000 1079255 3299481704 21001.6830 0.0000 21001.6830 0.0546 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:16:17.222 977222
9 10 116 116 0 0 384559 384559 1.0000 3469821 13359307907 14248.0150 0.0000 14248.0150 0.0371 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:22:41.404 1361404
9 10 54 54 0 0 166740 166740 1.0000 1723712 7555355017 2065.1460 0.0000 2065.1460 0.0124 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:09:39.631 579631
9 10 54 54 0 0 166740 166740 1.0000 616778 1853090131 1651.2010 0.0000 1651.2010 0.0099 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:09:18.049 558049
9 10 54 54 0 0 166740 166740 1.0000 2162786 9491200062 1279.9540 0.0000 1279.9540 0.0077 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:24.136 144136
9 10 54 54 0 0 166740 166740 1.0000 8692097 39692052734 1267.2800 0.0000 1267.2800 0.0076 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:47.404 167404
9 10 54 54 0 0 166740 166740 1.0000 1225505 4717891129 1397.2920 0.0000 1397.2920 0.0084 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:16.399 136399
9 10 54 54 0 0 166740 166740 1.0000 749300 2836348369 1787.6190 0.0000 1787.6190 0.0107 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:19.705 139705
9 10 54 54 0 0 166740 166740 1.0000 474367 1424147432 1573.4600 0.0000 1573.4600 0.0094 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:01.035 121035
9 10 54 54 0 0 166740 166740 1.0000 1321484 5770493758 1261.9350 0.0000 1261.9350 0.0076 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:02:32.328 152328
10 1 9 9 0 0 31914 31914 1.0000 333372 1188421623 541.1510 0.0000 541.1510 0.0170 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:01:02.707 62707
10 1 9 9 0 0 31914 31914 1.0000 109492 311528957 1228.4500 0.0000 1228.4500 0.0385 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:00:52.098 52098
10 1 9 9 0 0 31914 31914 1.0000 416699 1485444825 1324.7150 0.0000 1324.7150 0.0415 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:58.915 58915
10 1 9 9 0 0 31914 31914 1.0000 1594024 5887240023 2347.6900 0.0000 2347.6900 0.0736 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:01:16.113 76113
10 1 9 9 0 0 31914 31914 1.0000 228465 755617247 1427.5770 0.0000 1427.5770 0.0447 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:54.734 54734
10 1 9 9 0 0 31914 31914 1.0000 140609 465060528 1601.1820 0.0000 1601.1820 0.0502 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:48.247 48247
10 1 9 9 0 0 31914 31914 1.0000 84231 239658535 1883.2170 0.0000 1883.2170 0.0590 100 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:38.972 38972
10 1 9 9 0 0 31914 31914 1.0000 256463 914245819 1183.8240 0.0000 1183.8240 0.0371 100 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 enchada 150.165.85.237 0:00:43.827 43827
10 1 6 6 0 0 4498 4498 1.0000 71550 26124369 104.0490 0.0000 104.0490 0.0231 50 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:06.574 6574
10 1 6 6 0 0 4498 4498 1.0000 44706 10104546 139.4630 0.0000 139.4630 0.0310 50 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cariri 127.0.1.1 0:00:08.949 8949
10 1 6 6 0 0 4498 4498 1.0000 89432 32653194 48.7240 0.0000 48.7240 0.0108 50 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.796 1796
10 1 6 6 0 0 4498 4498 1.0000 279770 121475259 43.2880 0.0000 43.2880 0.0096 50 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.695 1695
10 1 6 6 0 0 4498 4498 1.0000 66267 19020092 63.7520 0.0000 63.7520 0.0142 50 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.843 1843
10 1 6 6 0 0 4498 4498 1.0000 40783 11706683 57.2600 0.0000 57.2600 0.0127 50 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:02.134 2134
10 1 6 6 0 0 4498 4498 1.0000 34392 7773504 85.2770 0.0000 85.2770 0.0190 50 30 m2.4xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.832 1832
10 1 6 6 0 0 4498 4498 1.0000 55041 20097667 68.3500 0.0000 68.3500 0.0152 50 30 m2.xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 lambaru 127.0.1.1 0:00:01.908 1908
10 5 59 59 0 0 189084 189084 1.0000 2521162 9666668025 2701.2850 0.0000 2701.2850 0.0143 100 30 c1.medium 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:08:08.545 488545
10 5 59 59 0 0 189084 189084 1.0000 788457 2366848786 5077.6170 0.0000 5077.6170 0.0269 100 30 c1.xlarge 100 c1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 cofre 127.0.1.1 0:08:28.798 508798
10 5 59 59 0 0 189084 189084 1.0000 3174932 12147530387 6423.3840 0.0000 6423.3840 0.0340 100 30 m1.large 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:07:09.285 429285
10 5 59 59 0 0 189084 189084 1.0000 13292110 50274487055 6133.5220 0.0000 6133.5220 0.0324 100 30 m1.small 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:07:01.952 421952
10 5 59 59 0 0 189084 189084 1.0000 1685989 6014415879 7403.9820 0.0000 7403.9820 0.0392 100 30 m1.xlarge 100 m1 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:07:37.626 457626
10 5 59 59 0 0 189084 189084 1.0000 1021889 3642910848 8382.3300 0.0000 8382.3300 0.0443 100 30 m2.2xlarge 100 m2 FALSE -1.0 -1.0 -1 -1 -1 -1.0 garoupinha 150.165.85.240 0:04:40.006 280006
